,year_week,user_id,time,freq,time_period
31175,2013-40,3175,0.53,5,Mid Night
31176,2013-40,3180,22.14,4,Night
31177,2013-40,3193,16.07,3,After Noon
31180,2013-40,3217,15.3,7,After Noon
31181,2013-40,3226,4.55,7,Early Morning
31184,2013-40,3244,14.49,4,Mid Noon
31186,2013-40,3269,1.03,7,Mid Night
31188,2013-40,3339,4.04,5,Early Morning
31189,2013-40,3353,9.44,5,Late Morning
31191,2013-40,3397,21.35,5,Night
31192,2013-40,3411,3.41,5,Early Morning
31194,2013-40,3451,6.11,6,Morning
31195,2013-40,3463,0.33,4,Mid Night
31199,2013-40,3531,5.06,6,Early Morning
31201,2013-40,3556,21.49,5,Night
31204,2013-40,3593,10.48,3,Late Morning
31207,2013-40,3609,7.36,4,Morning
31209,2013-40,3623,14.34,7,Mid Noon
31210,2013-40,3642,21.59,4,Night
31212,2013-40,3671,2.21,4,Mid Night
31213,2013-40,3673,14.08,4,Mid Noon
31215,2013-40,3718,12.4,5,Mid Noon
31224,2013-40,3824,7.0,7,Morning
31226,2013-40,3832,23.04,5,Night
31228,2013-40,3843,18.53,4,Evening
31230,2013-40,3867,12.59,4,Mid Noon
31233,2013-40,3957,9.43,7,Late Morning
31234,2013-40,3960,19.32,4,Evening
31236,2013-40,4019,8.28,6,Morning
31237,2013-40,4022,18.11,7,Evening
31238,2013-40,4045,9.58,3,Late Morning
31240,2013-40,4090,20.05,3,Evening
31241,2013-40,4105,10.29,6,Late Morning
31243,2013-40,4143,17.12,7,After Noon
31244,2013-40,4145,8.11,3,Morning
31245,2013-40,4181,17.46,6,After Noon
31247,2013-40,4186,10.51,7,Late Morning
31250,2013-40,4217,3.32,7,Early Morning
31251,2013-40,4234,2.23,6,Mid Night
31252,2013-40,4244,11.43,4,Late Morning
31253,2013-40,4248,22.21,5,Night
31254,2013-40,4263,22.07,7,Night
31255,2013-40,4269,22.36,4,Night
31256,2013-40,4282,18.33,6,Evening
31257,2013-40,4295,3.28,3,Early Morning
31259,2013-40,4317,12.21,4,Mid Noon
31261,2013-40,4335,14.23,3,Mid Noon
31262,2013-40,4354,2.3,3,Mid Night
31265,2013-40,4402,19.49,7,Evening
31269,2013-40,4428,8.03,4,Morning
31272,2013-40,4472,14.18,6,Mid Noon
31274,2013-40,4485,6.2,6,Morning
31275,2013-40,4489,5.58,4,Early Morning
31277,2013-40,4497,12.01,4,Mid Noon
31279,2013-40,4560,22.54,7,Night
31281,2013-40,4565,2.0,6,Mid Night
31285,2013-40,4612,15.4,6,After Noon
31286,2013-40,4616,6.3,3,Morning
31287,2013-40,4618,4.13,5,Early Morning
31288,2013-40,4619,15.29,5,After Noon
31290,2013-40,4713,2.03,7,Mid Night
31292,2013-40,4742,16.5,5,After Noon
31293,2013-40,4745,4.24,5,Early Morning
31295,2013-40,4780,11.07,6,Late Morning
31297,2013-40,4785,21.21,7,Night
31298,2013-40,4793,5.27,5,Early Morning
31299,2013-40,4803,17.41,6,After Noon
31302,2013-40,4835,3.07,6,Early Morning
31303,2013-40,4837,17.5,4,After Noon
31304,2013-40,4844,3.05,3,Early Morning
31307,2013-40,4915,4.04,3,Early Morning
31309,2013-40,4924,10.28,5,Late Morning
31311,2013-40,4943,11.51,4,Late Morning
31314,2013-40,4965,23.09,7,Night
31316,2013-40,5013,17.55,6,After Noon
31318,2013-40,5057,10.05,6,Late Morning
31320,2013-40,5067,14.48,4,Mid Noon
31321,2013-40,5071,23.53,3,Night
31323,2013-40,5101,18.36,6,Evening
31324,2013-40,5115,6.54,4,Morning
31325,2013-40,5151,23.34,7,Night
31326,2013-40,5157,2.17,3,Mid Night
31327,2013-40,5200,15.31,3,After Noon
31328,2013-40,5210,5.0,5,Early Morning
31330,2013-40,5240,8.56,4,Morning
31332,2013-40,5281,11.54,4,Late Morning
31335,2013-40,5297,17.32,7,After Noon
31336,2013-40,5307,15.36,3,After Noon
31338,2013-40,5351,4.39,3,Early Morning
31340,2013-40,5364,16.27,6,After Noon
31341,2013-40,5365,17.13,3,After Noon
31343,2013-40,5378,23.28,3,Night
31344,2013-40,5386,8.02,7,Morning
31345,2013-40,5407,18.55,3,Evening
31346,2013-40,5415,20.35,6,Evening
31348,2013-40,5463,22.09,4,Night
31349,2013-40,5479,20.27,3,Evening
31350,2013-40,5483,20.2,4,Evening
31351,2013-40,5494,7.39,5,Morning
31352,2013-40,5507,10.32,4,Late Morning
31357,2013-40,5552,19.45,4,Evening
31362,2013-40,5609,17.42,6,After Noon
31366,2013-40,5682,10.22,7,Late Morning
31367,2013-40,5685,5.08,4,Early Morning
31368,2013-40,5705,0.35,4,Mid Night
31369,2013-40,5714,22.24,5,Night
31370,2013-40,5718,12.37,3,Mid Noon
31374,2013-40,5830,22.13,4,Night
31376,2013-40,5861,7.08,4,Morning
31378,2013-40,5939,12.38,5,Mid Noon
31379,2013-40,5965,8.21,3,Morning
31381,2013-40,6016,15.29,3,After Noon
31383,2013-40,6033,17.47,5,After Noon
31385,2013-40,6064,15.38,7,After Noon
31386,2013-40,6070,3.16,4,Early Morning
31388,2013-40,6135,15.1,5,After Noon
31389,2013-40,6148,9.3,3,Late Morning
31390,2013-40,6171,2.05,6,Mid Night
31392,2013-40,6187,12.15,6,Mid Noon
31393,2013-40,6204,9.49,7,Late Morning
31395,2013-40,6242,10.19,3,Late Morning
31396,2013-40,6282,14.29,6,Mid Noon
31397,2013-40,6284,8.14,7,Morning
31398,2013-40,6312,19.47,7,Evening
31399,2013-40,6322,22.55,6,Night
31400,2013-40,6370,20.19,5,Evening
31401,2013-40,6388,14.29,6,Mid Noon
31403,2013-40,6405,20.42,7,Evening
31405,2013-40,6427,4.5,3,Early Morning
31408,2013-40,6464,22.09,7,Night
31409,2013-40,6504,10.25,4,Late Morning
31412,2013-40,6590,13.51,6,Mid Noon
31415,2013-40,6633,22.55,4,Night
31418,2013-40,6729,5.45,4,Early Morning
31422,2013-40,6757,18.59,7,Evening
31424,2013-40,6786,4.5,3,Early Morning
31427,2013-40,6865,6.37,4,Morning
31431,2013-40,6909,15.47,7,After Noon
31432,2013-40,6914,12.49,4,Mid Noon
31433,2013-40,6938,4.35,3,Early Morning
31435,2013-40,6978,15.25,5,After Noon
31436,2013-40,6988,3.36,3,Early Morning
31442,2013-40,7071,4.45,4,Early Morning
31443,2013-40,7074,5.18,4,Early Morning
31444,2013-40,7101,9.57,3,Late Morning
31445,2013-40,7104,20.01,3,Evening
31446,2013-40,7107,1.51,4,Mid Night
31448,2013-40,7120,11.44,7,Late Morning
31450,2013-40,7153,7.48,6,Morning
31451,2013-40,7172,2.17,3,Mid Night
31452,2013-40,7194,20.05,3,Evening
31454,2013-40,7209,1.54,3,Mid Night
31455,2013-40,7210,19.17,7,Evening
31459,2013-40,7248,7.46,3,Morning
31460,2013-40,7257,17.02,3,After Noon
31463,2013-40,7375,0.41,7,Mid Night
31465,2013-40,7398,5.25,4,Early Morning
31469,2013-40,7431,17.38,6,After Noon
31474,2013-40,7511,5.28,7,Early Morning
31475,2013-40,7536,11.39,7,Late Morning
31477,2013-40,7572,20.4,7,Evening
31478,2013-40,7590,0.51,7,Mid Night
31479,2013-40,7600,0.05,6,Mid Night
31480,2013-40,7608,11.43,5,Late Morning
31482,2013-40,7644,9.54,4,Late Morning
31486,2013-40,7683,20.48,6,Evening
31487,2013-40,7688,2.18,7,Mid Night
31489,2013-40,7697,20.55,4,Evening
31491,2013-40,7707,16.43,4,After Noon
31496,2013-40,7789,18.5,3,Evening
31497,2013-40,7798,7.56,5,Morning
31501,2013-40,7818,0.44,4,Mid Night
31504,2013-40,7878,13.02,5,Mid Noon
31505,2013-40,7899,5.36,4,Early Morning
31506,2013-40,7926,5.04,6,Early Morning
31508,2013-40,7971,9.46,4,Late Morning
31509,2013-40,8010,0.23,4,Mid Night
31510,2013-40,8025,21.29,3,Night
31511,2013-40,8029,16.15,6,After Noon
31516,2013-40,8048,8.0,3,Morning
31517,2013-40,8068,20.02,6,Evening
31518,2013-40,8069,22.55,4,Night
31520,2013-40,8091,7.13,3,Morning
31524,2013-40,8166,18.32,4,Evening
31525,2013-40,8196,19.55,3,Evening
31527,2013-40,8220,8.13,5,Morning
31531,2013-40,8235,3.47,4,Early Morning
31532,2013-40,8243,5.15,7,Early Morning
31533,2013-40,8258,2.3,3,Mid Night
31534,2013-40,8259,15.04,5,After Noon
31536,2013-40,8280,13.39,7,Mid Noon
31537,2013-40,8297,1.13,7,Mid Night
31538,2013-40,8310,21.1,6,Night
31541,2013-40,8381,12.5,7,Mid Noon
31542,2013-40,8399,23.31,5,Night
31545,2013-40,8415,4.0,4,Early Morning
31546,2013-40,8426,22.31,7,Night
31549,2013-40,8507,13.04,3,Mid Noon
31550,2013-40,8511,20.28,3,Evening
31552,2013-40,8553,9.28,5,Late Morning
31555,2013-40,8602,7.46,4,Morning
31559,2013-40,8679,20.39,4,Evening
31561,2013-40,8701,21.21,5,Night
31563,2013-40,8708,10.03,6,Late Morning
31564,2013-40,8721,20.0,6,Evening
31565,2013-40,8749,7.08,7,Morning
31566,2013-40,8760,13.55,4,Mid Noon
31567,2013-40,8767,16.32,5,After Noon
31568,2013-40,8768,2.0,7,Mid Night
31569,2013-40,8770,0.32,7,Mid Night
31571,2013-40,8779,11.26,3,Late Morning
31575,2013-40,8835,5.53,5,Early Morning
31576,2013-40,8862,14.49,4,Mid Noon
31577,2013-40,8912,4.14,6,Early Morning
31578,2013-40,8924,9.54,5,Late Morning
31579,2013-40,8944,0.44,6,Mid Night
31580,2013-40,8945,12.01,5,Mid Noon
31582,2013-40,9011,4.45,3,Early Morning
31583,2013-40,9031,22.58,4,Night
31584,2013-40,9042,7.51,5,Morning
31587,2013-40,9076,10.21,4,Late Morning
31589,2013-40,9083,7.55,6,Morning
31591,2013-40,9112,18.57,3,Evening
31597,2013-40,9281,6.46,4,Morning
31598,2013-40,9286,8.0,4,Morning
31599,2013-40,9290,17.04,4,After Noon
31600,2013-40,9303,17.26,4,After Noon
31602,2013-40,9312,11.49,7,Late Morning
31603,2013-40,9325,23.34,4,Night
31604,2013-40,9345,20.35,4,Evening
31605,2013-40,9346,12.51,7,Mid Noon
31606,2013-40,9358,13.38,4,Mid Noon
31607,2013-40,9374,17.46,4,After Noon
31608,2013-40,9381,19.49,4,Evening
31609,2013-40,9400,20.39,6,Evening
31610,2013-40,9402,13.23,6,Mid Noon
31615,2013-40,9434,4.17,7,Early Morning
31617,2013-40,9436,6.49,4,Morning
31618,2013-40,9450,14.04,7,Mid Noon
31623,2013-40,9532,11.09,4,Late Morning
31624,2013-40,9535,6.26,4,Morning
31625,2013-40,9540,18.23,7,Evening
31628,2013-40,9559,5.23,6,Early Morning
31629,2013-40,9582,16.43,7,After Noon
31630,2013-40,9584,22.12,5,Night
31631,2013-40,9591,1.25,4,Mid Night
31632,2013-40,9601,2.4,7,Mid Night
31634,2013-40,9641,22.44,4,Night
31635,2013-40,9645,1.56,6,Mid Night
31636,2013-40,9660,14.51,6,Mid Noon
31638,2013-40,9691,3.09,7,Early Morning
31639,2013-40,9694,12.18,7,Mid Noon
31641,2013-40,9722,13.3,5,Mid Noon
31642,2013-40,9724,2.55,7,Mid Night
31643,2013-40,9728,8.36,3,Morning
31645,2013-40,9751,9.41,4,Late Morning
31647,2013-40,9771,22.12,7,Night
31649,2013-40,9806,13.07,6,Mid Noon
31651,2013-40,9841,20.37,6,Evening
31655,2013-40,9889,15.49,3,After Noon
31656,2013-40,9901,0.52,6,Mid Night
31658,2013-40,9925,19.43,4,Evening
31661,2013-40,9958,23.55,7,Night
31663,2013-40,9972,19.47,3,Evening
31665,2013-40,9991,22.5,3,Night
31667,2013-40,10020,12.43,3,Mid Noon
31669,2013-40,10023,14.42,3,Mid Noon
31675,2013-40,10153,2.0,4,Mid Night
31676,2013-40,10159,0.16,3,Mid Night
31683,2013-40,10238,8.38,4,Morning
31685,2013-40,10258,8.3,7,Morning
31690,2013-40,10320,19.35,7,Evening
31691,2013-40,10349,3.05,5,Early Morning
31692,2013-40,10352,14.0,6,Mid Noon
31693,2013-40,10357,7.36,5,Morning
31694,2013-40,10388,4.11,7,Early Morning
31699,2013-40,10470,18.19,6,Evening
31700,2013-40,10514,0.25,3,Mid Night
31701,2013-40,10524,0.13,5,Mid Night
31705,2013-40,10599,14.11,7,Mid Noon
31706,2013-40,10602,1.41,6,Mid Night
31707,2013-40,10619,7.58,3,Morning
31708,2013-40,10621,2.5,3,Mid Night
31709,2013-40,10630,10.47,5,Late Morning
31710,2013-40,10644,20.04,3,Evening
31711,2013-40,10647,10.48,6,Late Morning
31712,2013-40,10656,11.34,6,Late Morning
31713,2013-40,10663,19.26,3,Evening
31714,2013-40,10734,15.39,5,After Noon
31718,2013-40,10753,5.57,4,Early Morning
31719,2013-40,10757,21.41,5,Night
31721,2013-40,10791,5.48,7,Early Morning
31725,2013-40,10840,11.53,5,Late Morning
31727,2013-40,10866,0.27,3,Mid Night
31731,2013-40,10953,12.15,7,Mid Noon
31732,2013-40,10961,12.48,6,Mid Noon
31734,2013-40,11015,17.57,3,After Noon
31735,2013-40,11021,17.22,3,After Noon
31736,2013-40,11039,5.55,4,Early Morning
31738,2013-40,11061,2.36,5,Mid Night
31740,2013-40,11067,4.54,6,Early Morning
31741,2013-40,11083,17.26,3,After Noon
31746,2013-40,11195,12.44,6,Mid Noon
31748,2013-40,11240,9.11,6,Late Morning
31749,2013-40,11254,6.2,7,Morning
31750,2013-40,11267,5.58,5,Early Morning
31751,2013-40,11273,23.33,4,Night
31753,2013-40,11300,13.59,6,Mid Noon
31756,2013-40,11349,3.58,5,Early Morning
31758,2013-40,11379,16.55,4,After Noon
31759,2013-40,11428,19.39,7,Evening
31760,2013-40,11450,12.59,6,Mid Noon
31764,2013-40,11527,8.13,3,Morning
31767,2013-40,11573,8.5,3,Morning
31769,2013-40,11642,19.17,3,Evening
31771,2013-40,11688,5.23,6,Early Morning
31772,2013-40,11702,15.57,3,After Noon
31773,2013-40,11730,11.58,3,Late Morning
31775,2013-40,11801,11.06,3,Late Morning
31776,2013-40,11823,19.03,3,Evening
31777,2013-40,11836,2.4,3,Mid Night
31780,2013-40,11873,20.14,5,Evening
31782,2013-40,11895,4.14,3,Early Morning
31783,2013-40,11909,15.54,4,After Noon
31784,2013-40,11924,23.09,3,Night
31785,2013-40,11939,4.59,4,Early Morning
31788,2013-40,11959,23.34,3,Night
31789,2013-40,11961,19.33,3,Evening
31790,2013-40,11964,15.39,3,After Noon
31793,2013-41,42,19.05,7,Evening
31794,2013-41,63,16.3,6,After Noon
31795,2013-41,69,10.15,7,Late Morning
31800,2013-41,153,0.0,3,Mid Night
31802,2013-41,168,3.16,4,Early Morning
31804,2013-41,203,11.16,3,Late Morning
31807,2013-41,230,22.47,5,Night
31810,2013-41,263,5.3,6,Early Morning
31812,2013-41,297,10.16,6,Late Morning
31814,2013-41,322,15.31,3,After Noon
31819,2013-41,445,3.26,7,Early Morning
31820,2013-41,450,19.18,3,Evening
31823,2013-41,471,17.05,3,After Noon
31826,2013-41,510,10.27,3,Late Morning
31827,2013-41,512,20.52,3,Evening
31829,2013-41,535,17.37,6,After Noon
31831,2013-41,553,18.16,5,Evening
31833,2013-41,603,6.03,5,Morning
31834,2013-41,605,23.1,7,Night
31840,2013-41,669,13.53,3,Mid Noon
31841,2013-41,679,17.02,4,After Noon
31843,2013-41,724,22.33,6,Night
31845,2013-41,728,16.04,4,After Noon
31846,2013-41,754,18.15,7,Evening
31847,2013-41,772,17.48,4,After Noon
31848,2013-41,783,20.34,4,Evening
31853,2013-41,885,12.35,6,Mid Noon
31854,2013-41,901,17.27,4,After Noon
31856,2013-41,906,22.49,7,Night
31858,2013-41,912,19.15,5,Evening
31859,2013-41,928,1.28,3,Mid Night
31861,2013-41,934,16.28,4,After Noon
31864,2013-41,980,12.04,4,Mid Noon
31867,2013-41,1017,20.39,5,Evening
31869,2013-41,1027,2.13,6,Mid Night
31870,2013-41,1055,22.44,6,Night
31871,2013-41,1072,8.5,5,Morning
31873,2013-41,1093,19.46,3,Evening
31875,2013-41,1099,11.26,4,Late Morning
31879,2013-41,1155,22.34,5,Night
31883,2013-41,1202,3.07,7,Early Morning
31889,2013-41,1320,1.53,4,Mid Night
31890,2013-41,1339,19.56,5,Evening
31892,2013-41,1345,2.12,4,Mid Night
31894,2013-41,1357,7.43,4,Morning
31895,2013-41,1368,14.48,3,Mid Noon
31898,2013-41,1411,9.18,3,Late Morning
31899,2013-41,1434,8.22,7,Morning
31901,2013-41,1464,2.53,6,Mid Night
31903,2013-41,1479,10.56,5,Late Morning
31906,2013-41,1576,15.42,3,After Noon
31907,2013-41,1598,11.13,3,Late Morning
31908,2013-41,1617,18.48,6,Evening
31912,2013-41,1693,21.58,5,Night
31914,2013-41,1709,20.11,4,Evening
31916,2013-41,1754,4.16,3,Early Morning
31917,2013-41,1769,5.43,7,Early Morning
31918,2013-41,1770,20.06,3,Evening
31920,2013-41,1783,17.37,6,After Noon
31922,2013-41,1811,16.09,7,After Noon
31924,2013-41,1821,18.44,4,Evening
31925,2013-41,1822,11.59,3,Late Morning
31930,2013-41,1865,15.06,7,After Noon
31931,2013-41,1879,4.13,4,Early Morning
31932,2013-41,1885,14.23,3,Mid Noon
31933,2013-41,1941,10.37,4,Late Morning
31935,2013-41,2002,12.57,3,Mid Noon
31936,2013-41,2011,17.54,3,After Noon
31937,2013-41,2013,20.39,3,Evening
31939,2013-41,2033,23.21,4,Night
31940,2013-41,2042,0.11,4,Mid Night
31941,2013-41,2074,16.44,4,After Noon
31942,2013-41,2078,6.19,7,Morning
31943,2013-41,2080,22.04,6,Night
31946,2013-41,2159,8.45,5,Morning
31948,2013-41,2171,5.3,3,Early Morning
31949,2013-41,2193,1.24,6,Mid Night
31954,2013-41,2289,8.35,4,Morning
31956,2013-41,2300,17.01,7,After Noon
31957,2013-41,2316,16.02,7,After Noon
31959,2013-41,2324,8.12,4,Morning
31960,2013-41,2333,17.48,3,After Noon
31961,2013-41,2337,18.52,4,Evening
31968,2013-41,2447,11.4,7,Late Morning
31971,2013-41,2474,23.14,7,Night
31972,2013-41,2490,17.05,6,After Noon
31974,2013-41,2502,14.18,5,Mid Noon
31976,2013-41,2519,19.46,7,Evening
31977,2013-41,2539,19.26,7,Evening
31979,2013-41,2548,22.0,3,Night
31981,2013-41,2566,13.18,5,Mid Noon
31982,2013-41,2568,16.44,7,After Noon
31984,2013-41,2587,18.13,3,Evening
31986,2013-41,2620,21.27,7,Night
31987,2013-41,2622,0.59,5,Mid Night
31988,2013-41,2658,22.34,7,Night
31990,2013-41,2672,11.01,6,Late Morning
31992,2013-41,2723,17.39,7,After Noon
31993,2013-41,2727,13.58,4,Mid Noon
31994,2013-41,2739,20.33,6,Evening
31995,2013-41,2744,3.21,3,Early Morning
31996,2013-41,2771,17.23,5,After Noon
32000,2013-41,2881,18.12,7,Evening
32002,2013-41,2889,14.14,5,Mid Noon
32007,2013-41,2993,1.39,3,Mid Night
32008,2013-41,3017,22.22,5,Night
32013,2013-41,3066,9.11,7,Late Morning
32014,2013-41,3087,14.52,3,Mid Noon
32015,2013-41,3093,18.14,7,Evening
32020,2013-41,3139,17.13,3,After Noon
32021,2013-41,3160,20.17,7,Evening
32023,2013-41,3175,0.53,4,Mid Night
32024,2013-41,3185,14.06,3,Mid Noon
32025,2013-41,3193,16.07,3,After Noon
32028,2013-41,3217,15.3,7,After Noon
32029,2013-41,3226,4.55,7,Early Morning
32032,2013-41,3244,14.49,7,Mid Noon
32033,2013-41,3269,1.03,7,Mid Night
32036,2013-41,3353,9.44,6,Late Morning
32042,2013-41,3411,3.41,4,Early Morning
32043,2013-41,3436,2.18,4,Mid Night
32044,2013-41,3451,6.11,7,Morning
32045,2013-41,3463,0.33,3,Mid Night
32048,2013-41,3531,5.06,7,Early Morning
32050,2013-41,3546,21.2,4,Night
32061,2013-41,3623,14.34,7,Mid Noon
32063,2013-41,3642,21.59,3,Night
32066,2013-41,3673,14.08,4,Mid Noon
32067,2013-41,3705,19.34,4,Evening
32070,2013-41,3774,18.01,3,Evening
32071,2013-41,3812,22.52,5,Night
32072,2013-41,3819,5.56,3,Early Morning
32073,2013-41,3824,7.0,7,Morning
32075,2013-41,3843,18.53,7,Evening
32076,2013-41,3863,1.51,3,Mid Night
32077,2013-41,3867,12.59,3,Mid Noon
32078,2013-41,3915,8.39,3,Morning
32080,2013-41,3957,9.43,7,Late Morning
32081,2013-41,3960,19.32,3,Evening
32084,2013-41,4017,9.27,3,Late Morning
32085,2013-41,4019,8.28,7,Morning
32086,2013-41,4022,18.11,7,Evening
32088,2013-41,4045,9.58,5,Late Morning
32090,2013-41,4086,15.05,3,After Noon
32092,2013-41,4105,10.29,5,Late Morning
32094,2013-41,4143,17.12,7,After Noon
32095,2013-41,4145,8.11,5,Morning
32096,2013-41,4181,17.46,7,After Noon
32098,2013-41,4186,10.51,7,Late Morning
32102,2013-41,4217,3.32,5,Early Morning
32103,2013-41,4223,5.41,3,Early Morning
32104,2013-41,4234,2.23,7,Mid Night
32105,2013-41,4244,11.43,3,Late Morning
32106,2013-41,4248,22.21,7,Night
32107,2013-41,4263,22.07,5,Night
32109,2013-41,4269,22.36,7,Night
32110,2013-41,4282,18.33,7,Evening
32111,2013-41,4295,3.28,6,Early Morning
32113,2013-41,4317,12.21,4,Mid Noon
32120,2013-41,4402,19.49,7,Evening
32121,2013-41,4403,21.58,5,Night
32123,2013-41,4421,1.14,3,Mid Night
32124,2013-41,4428,8.03,5,Morning
32126,2013-41,4472,14.18,5,Mid Noon
32128,2013-41,4485,6.2,4,Morning
32129,2013-41,4489,5.58,4,Early Morning
32131,2013-41,4497,12.01,4,Mid Noon
32133,2013-41,4560,22.54,3,Night
32134,2013-41,4562,22.15,3,Night
32136,2013-41,4565,2.0,5,Mid Night
32139,2013-41,4612,15.4,5,After Noon
32141,2013-41,4618,4.13,3,Early Morning
32145,2013-41,4713,2.03,6,Mid Night
32146,2013-41,4742,16.5,7,After Noon
32147,2013-41,4745,4.24,4,Early Morning
32149,2013-41,4780,11.07,6,Late Morning
32151,2013-41,4785,21.21,6,Night
32152,2013-41,4793,5.27,3,Early Morning
32153,2013-41,4803,17.41,6,After Noon
32155,2013-41,4835,3.07,5,Early Morning
32157,2013-41,4837,17.5,3,After Noon
32163,2013-41,4915,4.04,3,Early Morning
32165,2013-41,4924,10.28,6,Late Morning
32166,2013-41,4934,3.08,5,Early Morning
32167,2013-41,4943,11.51,5,Late Morning
32168,2013-41,4961,4.32,4,Early Morning
32169,2013-41,4965,23.09,7,Night
32171,2013-41,5013,17.55,5,After Noon
32173,2013-41,5057,10.05,4,Late Morning
32175,2013-41,5067,14.48,3,Mid Noon
32177,2013-41,5071,23.53,4,Night
32179,2013-41,5101,18.36,7,Evening
32181,2013-41,5151,23.34,6,Night
32184,2013-41,5200,15.31,3,After Noon
32185,2013-41,5210,5.0,7,Early Morning
32186,2013-41,5240,8.56,6,Morning
32188,2013-41,5259,7.42,5,Morning
32189,2013-41,5281,11.54,6,Late Morning
32190,2013-41,5297,17.32,7,After Noon
32192,2013-41,5329,12.4,5,Mid Noon
32195,2013-41,5360,2.35,3,Mid Night
32197,2013-41,5365,17.13,4,After Noon
32199,2013-41,5378,23.28,4,Night
32200,2013-41,5386,8.02,7,Morning
32201,2013-41,5407,18.55,4,Evening
32202,2013-41,5415,20.35,6,Evening
32205,2013-41,5463,22.09,3,Night
32209,2013-41,5494,7.39,4,Morning
32210,2013-41,5507,10.32,7,Late Morning
32214,2013-41,5552,19.45,3,Evening
32216,2013-41,5609,17.42,6,After Noon
32217,2013-41,5677,9.34,3,Late Morning
32219,2013-41,5682,10.22,7,Late Morning
32220,2013-41,5685,5.08,6,Early Morning
32222,2013-41,5714,22.24,5,Night
32223,2013-41,5718,12.37,3,Mid Noon
32224,2013-41,5721,6.52,3,Morning
32227,2013-41,5830,22.13,7,Night
32229,2013-41,5861,7.08,6,Morning
32232,2013-41,5939,12.38,4,Mid Noon
32233,2013-41,5950,8.34,3,Morning
32234,2013-41,5965,8.21,7,Morning
32237,2013-41,6033,17.47,6,After Noon
32239,2013-41,6050,10.06,4,Late Morning
32240,2013-41,6064,15.38,7,After Noon
32241,2013-41,6070,3.16,3,Early Morning
32249,2013-41,6171,2.05,4,Mid Night
32251,2013-41,6187,12.15,6,Mid Noon
32252,2013-41,6204,9.49,7,Late Morning
32253,2013-41,6210,18.38,4,Evening
32256,2013-41,6246,5.34,3,Early Morning
32257,2013-41,6282,14.29,6,Mid Noon
32258,2013-41,6284,8.14,7,Morning
32260,2013-41,6312,19.47,7,Evening
32261,2013-41,6322,22.55,3,Night
32263,2013-41,6370,20.19,6,Evening
32264,2013-41,6388,14.29,6,Mid Noon
32266,2013-41,6405,20.42,7,Evening
32270,2013-41,6464,22.09,7,Night
32275,2013-41,6590,13.51,5,Mid Noon
32281,2013-41,6741,5.54,3,Early Morning
32282,2013-41,6742,2.05,4,Mid Night
32283,2013-41,6757,18.59,7,Evening
32285,2013-41,6786,4.5,3,Early Morning
32286,2013-41,6835,6.01,3,Morning
32288,2013-41,6865,6.37,4,Morning
32291,2013-41,6909,15.47,7,After Noon
32292,2013-41,6914,12.49,6,Mid Noon
32293,2013-41,6938,4.35,5,Early Morning
32295,2013-41,6978,15.25,3,After Noon
32297,2013-41,6992,9.19,3,Late Morning
32300,2013-41,7019,19.13,4,Evening
32301,2013-41,7023,8.42,3,Morning
32302,2013-41,7071,4.45,4,Early Morning
32304,2013-41,7101,9.57,6,Late Morning
32305,2013-41,7104,20.01,4,Evening
32306,2013-41,7107,1.51,5,Mid Night
32307,2013-41,7120,11.44,7,Late Morning
32308,2013-41,7131,12.43,3,Mid Noon
32309,2013-41,7153,7.48,5,Morning
32315,2013-41,7210,19.17,7,Evening
32316,2013-41,7215,15.06,3,After Noon
32318,2013-41,7257,17.02,3,After Noon
32320,2013-41,7283,20.52,4,Evening
32321,2013-41,7375,0.41,7,Mid Night
32323,2013-41,7398,5.25,3,Early Morning
32326,2013-41,7431,17.38,7,After Noon
32327,2013-41,7436,12.44,6,Mid Noon
32330,2013-41,7511,5.28,7,Early Morning
32331,2013-41,7536,11.39,7,Late Morning
32333,2013-41,7572,20.4,7,Evening
32334,2013-41,7590,0.51,7,Mid Night
32335,2013-41,7600,0.05,5,Mid Night
32336,2013-41,7608,11.43,6,Late Morning
32337,2013-41,7644,9.54,4,Late Morning
32340,2013-41,7682,7.05,3,Morning
32341,2013-41,7683,20.48,5,Evening
32342,2013-41,7688,2.18,7,Mid Night
32345,2013-41,7705,13.54,4,Mid Noon
32346,2013-41,7707,16.43,3,After Noon
32351,2013-41,7798,7.56,6,Morning
32353,2013-41,7818,0.44,6,Mid Night
32355,2013-41,7878,13.02,3,Mid Noon
32356,2013-41,7899,5.36,5,Early Morning
32358,2013-41,7926,5.04,6,Early Morning
32360,2013-41,7971,9.46,3,Late Morning
32362,2013-41,8010,0.23,5,Mid Night
32364,2013-41,8029,16.15,7,After Noon
32365,2013-41,8031,5.0,4,Early Morning
32367,2013-41,8046,3.25,3,Early Morning
32368,2013-41,8048,8.0,5,Morning
32370,2013-41,8068,20.02,7,Evening
32377,2013-41,8166,18.32,4,Evening
32380,2013-41,8196,19.55,3,Evening
32382,2013-41,8220,8.13,6,Morning
32385,2013-41,8233,19.22,5,Evening
32386,2013-41,8235,3.47,3,Early Morning
32387,2013-41,8243,5.15,7,Early Morning
32389,2013-41,8259,15.04,3,After Noon
32390,2013-41,8280,13.39,7,Mid Noon
32392,2013-41,8297,1.13,7,Mid Night
32394,2013-41,8310,21.1,6,Night
32396,2013-41,8348,20.33,4,Evening
32397,2013-41,8366,12.28,3,Mid Noon
